review_text,review_rating,author_id,author_name,author_photo,author_app_version,review_timestamp,review_datetime_utc,review_likes,app_developer_reply,app_developer_reply_timestamp,app_developer_reply_datetime_utc
SUPER CUTE FUN GAME TILL THE NON STOP ADS CAME IN. OMG ITS SO ANNOYING. 4 STAR GIVEN FOR SUCH A FUN CUTE AND CHALLENGING GAME BUT GOTTA DO SOMETHING ABOUT THE ADS. MAYBE AFTER 3 LEVELS THEN YOU CAN ADS. IF THIS COULD BE HELPFUL TO YOU DEVS. THANKS!,4,101322086958679520755,Sean Ezmeer,https://play-lh.googleusercontent.com/a-/ACNPEu-1lEbu56X7VGTVEIH19w53KFBr44cvgl8I74YtKQ,1.0.5.5,1661279457,2022-08-23T18:30:57.000Z,0,,,
"If you're impatient type of person trust me, don't play this game. You'll find yourself waiting for the x button of ads than playing. 20 seconds of ads vs. 10 seconds of gameplay",1,101246622882914795638,100 Subscribers without any Videos,https://play-lh.googleusercontent.com/a-/ACNPEu912h06udOhbpxjZDAtzyNOoQfJACEdHXWhOTgtvQ,1.0.5.5,1662213288,2022-09-03T13:54:48.000Z,0,,,
"Ads after literally every single level, AND ads after using the menu and not doing anything. DO NOT GET.",1,113051098891701410800,Dalton Wall,https://play-lh.googleusercontent.com/a/ALm5wu2VOBP9gjrDMJ97Y5AZ2qlbviw7_nYv3RTPukW4=mo,1.0.5.7,1661673849,2022-08-28T08:04:09.000Z,2,,,
"It's a fun game and all but after every single match, there's an ad. I don't have a big problem but besides that, the games amazing!",4,117344439400933446128,Bak,https://play-lh.googleusercontent.com/a/ALm5wu3U9Cjy5aOzuD2clPd7-magvmDxMzal9qbh7RR7=mo,1.0.5.7,1661918767,2022-08-31T04:06:07.000Z,1,,,
Ad after ad after ad after after ad after ad after ad.....even if you accidentally click off the game and come back. Then you will get ANOTHER ad even though you just watched one. Terrible!,1,100395777414630728177,T. F.,https://play-lh.googleusercontent.com/a-/ACNPEu-OrmHpQFWX9cA6eGFqjY8Mp3lZMhP-_Nh6IP7F1_4,1.0.5.7,1661869169,2022-08-30T14:19:29.000Z,2,,,
"An ad after every level, you spend more time waiting for the stupid advertisements to be done than actually playing the game.",1,108408210804551013496,Zack Woodrum,https://play-lh.googleusercontent.com/a/ALm5wu2jPGWwHzEzNNOKqwIgcUPfjUhrdSRgVhUxRSTE=mo,1.0.5.5,1662250704,2022-09-04T00:18:24.000Z,0,,,
Love the game. But having to watch 30 seconds ads (or more) each level is annoying.,1,105845625265236069591,Erik Luna,https://play-lh.googleusercontent.com/a/ALm5wu0zL_vzZ7tzHIs5JMpl-JjkRotiK3iox4t-1ymS=mo,1.0.5.5,1662267607,2022-09-04T05:00:07.000Z,0,,,
The game is very relaxing if you want to watch an ad after every level. Very anti progressing the game,2,114209091570004264573,Dusty Butt,https://play-lh.googleusercontent.com/a/ALm5wu0KT7VxgIjyRygyrMDQlJRXOHS1YoxNllaM2HSP=mo,1.0.5.5,1662162268,2022-09-02T23:44:28.000Z,0,,,
"If I could give zero, I would. Not even three seconds into the first time I play the game, and 30 second ad. Uninstall.",1,111175463969968589383,Brian Aguiar,https://play-lh.googleusercontent.com/a-/ACNPEu-K1p-zEVBPcRpa3GjF7UxZNlGgQHGAYzXF5-PYefo,1.0.5.5,1662308501,2022-09-04T16:21:41.000Z,0,,,
"The ads are very long. And repeatitive. Forcing me to download them, but i just reported them as spam. Love the game but hated the agenda.",1,110142380621973238768,nitro814 choa,https://play-lh.googleusercontent.com/a/ALm5wu1rzUYticU11pmrJzcOg4ILQ7MJFHb0Yf-p4fc4=mo,1.0.5.6,1662046258,2022-09-01T15:30:58.000Z,1,,,
"The game is so enjoyable and fun, but there are way to many adds! Every level had an add it was so bad. 👹",3,104724004775403173235,cookingwithapan,https://play-lh.googleusercontent.com/a-/ACNPEu8wEwAWRhXI8ewA1u-Ho5372cMomfMjEJ7tgIF_CA,1.0.5.7,1661803251,2022-08-29T20:00:51.000Z,2,,,
"I like the game, the puzzles you can try in the game. I know the ads are annoying sometimes, but I love the game! Thanks!",5,104796096148515125528,Chris Peters,https://play-lh.googleusercontent.com/a/ALm5wu125A1ADk_JjJfLATvzmqz52MkqhORWf5dboEbK=mo,1.0.5.7,1661372845,2022-08-24T20:27:25.000Z,3,,,
"Best game ever.. If you play online, there have ads.. But if you play offline, if no have ads and everything is alright.. It's so fun to play! 5 star from me!✨️✨️✨️✨️✨️",5,103212008075544115207,Bad Boy,https://play-lh.googleusercontent.com/a-/ACNPEu-w00u874qDa9Z3jwF4ZE0G42xLxPua-fBxYF4j,1.0.5.7,1661578750,2022-08-27T05:39:10.000Z,2,,,
Insane that there's ads after every level. Turning on airplane mode does stop them though.,2,111941536472479519873,Michael O'Brien,https://play-lh.googleusercontent.com/a-/ACNPEu_8s5fpY4jYGaX6boujaNaVm0Tza_WrW88qXMbc,1.0.5.5,1662219606,2022-09-03T15:40:06.000Z,0,,,
You spend more time dealing with ads than you do actually playing the game. Don't download. Literally ads after every round.,2,106011351314076765410,Jake Fox,https://play-lh.googleusercontent.com/a/ALm5wu1JXqQhAk1RRyl00x0VfIqQ-Oxi3y14_STbOPCi=mo,1.0.5.5,1662305677,2022-09-04T15:34:37.000Z,0,,,
A 30 second add after every single 10 second level. I get they gotta make money... but its excessive. not worth a download,1,110384293259212882491,flylowrc,https://play-lh.googleusercontent.com/a-/ACNPEu9X2L-uKv_jRkJr_6JD1-GIakJzCrWw0gSdvUtp,1.0.5.5,1662255467,2022-09-04T01:37:47.000Z,0,,,
"I rate this a 4/5. I don't like one thing about the game and thats the fact that when you draw, it takes your stars away.",4,117799919308295176087,Sharon Paro,https://play-lh.googleusercontent.com/a/ALm5wu3MT6fsOVXIYEynAaRf_S-bLbk2ZXLMi4hHfxbk=mo,1.0.5.5,1662231938,2022-09-03T19:05:38.000Z,0,,,
"so basically here's how it's 4 stars: 1. Turn off wifi for no ads 2. A lot of levels 3. Not p2w 4: MEME FROG Other than this, the alot of ads 🎰 I think it's fine",4,106340186041587827194,TayTay Sweers,https://play-lh.googleusercontent.com/a-/ACNPEu8fSOnxjoyxLy1PZN7_isFlE_N6lzNnNisuecAayg,1.0.5.7,1661973073,2022-08-31T19:11:13.000Z,2,,,
"Love the game except for annoying add every stage, pleqse make premium one so we can purchase without seeing the ads every single stage",5,117826231264893788804,One G.Simpson,https://play-lh.googleusercontent.com/a-/ACNPEu-fDVcGam-73aGaDyZenXKvUHJmjEhVjjkfBAdD,1.0.5.7,1661320867,2022-08-24T06:01:07.000Z,3,,,
Too many ads. Each stage will pop out 1/2. ads. Very annoying. Gonna delete the game. Sorry 😑,1,109845315523683194024,Lachelle Wong,https://play-lh.googleusercontent.com/a/ALm5wu0DCnJswXNLHiblWVwO9u7kNj02WrFWQvEy8xDP=mo,1.0.5.7,1661773431,2022-08-29T11:43:51.000Z,1,,,
it's a really fun game but can you add more skins and maybe make the stars go down slower because on all of my stars it's 2 or 1 Stars only so please fix that ❤️🥺,4,102765313221542073739,Breanna Wessling,https://play-lh.googleusercontent.com/a/ALm5wu1ZfLuXO3ggWlvzOObaa74tFoI0AarHoUu-kGrR=mo,1.0.5.8,1663037538,2022-09-13T02:52:18.000Z,0,,,
Genuinely fun game but an ad after every level is ridiculous. Uninstalled after 10 minutes.,2,109267953944681916889,Abigail,https://play-lh.googleusercontent.com/a/ALm5wu1GTnHASgEaZYNYyQoVAh8NsiFM0RQSwhK1AkIP=mo,1.0.5.8,1663073605,2022-09-13T12:53:25.000Z,0,,,
There is way to many ads its ridiculous I spend more time watching ads the playing the levels it's so stupid.,1,101874600364652488355,Kameron Brown,https://play-lh.googleusercontent.com/a/ALm5wu2_o09Pxur-sGG4SBThe6D-oF6KKmITJGShm2sC=mo,1.0.5.5,1662307464,2022-09-04T16:04:24.000Z,0,,,
"Too many ads, and there's no purchasing for no ads version... are you kidding me? do we have to suffer every stages just to watch ads?",3,105104166656577325898,Syafiq Raizer,https://play-lh.googleusercontent.com/a-/ACNPEu8-BGGwOKoAW3tVGm2PpvnzaKxw4BpQbn1AakOzFQ,1.0.5.7,1661726412,2022-08-28T22:40:12.000Z,2,,,
"I have fun with this game, but the Ads is really massive, every done level, the ads will pop up. Ok you looking for money, but i am not enjoying enough. Thanks. uninstalled the App",1,115757901516319323516,Just Lutfi,https://play-lh.googleusercontent.com/a-/ACNPEu-mbPADQ2GE4INCX8H9fNzc0d5lAAyDwLVYdblD,1.0.5.5,1660289629,2022-08-12T07:33:49.000Z,1,,,
"Terribly made, my lines get replaced with laggy stacks of lines, making me watch the dog die in slow motion, bees can go through walls, lines, just a terrible game overall, especially with all the unskippable ads, and ads after every stage.",1,107896754548757305645,NotRaree,https://play-lh.googleusercontent.com/a/ALm5wu1UieQIXAZgdk18KwBlUS4g18k_JmNV42jDsfhj=mo,1.0.5.6,1661158553,2022-08-22T08:55:53.000Z,3,,,
WAYYY too many adds..I mean maybe every 3-5 stages I wouldn't mind but this is every stage! ans it's so annoying I literally can't get myself to play because of it. And also it's so hard cuz the bees can get through the lines and literally lift them off of the dog EVEN IF HES IN THEM. like what??,2,101476910749440829822,Eᴍᴍʏ Bᴜɴɴs,https://play-lh.googleusercontent.com/a-/ACNPEu-mpV_KqKpPf34lAg7LfX3XFOihKZQkO1Gcz9os,1.0.5.5,1660682744,2022-08-16T20:45:44.000Z,1,,,
This game is extremely addicting and very entertaining and not time wasting. But the problem is that it has to many ads but i still like this game because its super addicting.,5,107666061742830282348,Yll Ajdini,https://play-lh.googleusercontent.com/a/ALm5wu3vIx1GO_0OfNMMbW0Ik0IHJslmRrWEjRwDtqfCAA=mo,1.0.5.5,1660508318,2022-08-14T20:18:38.000Z,7,,,
"the game is addictive, but TOO MANY ADS AND THAT'S SO ANNOYING!!!! like why you put ads on every single stages, that's way too much.",2,106915501275163304088,Chosnara Tyarani,https://play-lh.googleusercontent.com/a-/ACNPEu9L1oq1A-6aTp7qSVSXiBoV4wwIrNN_r72U9Sul,1.0.5.3,1660220292,2022-08-11T12:18:12.000Z,3,,,
"A Bad joke, first level solved after 3 seconds. After directly 30 seconds advertisement, when I wanted to cancel advertisement got forwarded to play store. 3 seconds game time 60 seconds advertisement. Stands in relation.",1,108693183129425216144,Joern Schakowski,https://play-lh.googleusercontent.com/a/ALm5wu2c44a0zaDVsNMCOMxaEImpBhY6cdEKxlcrN0l9=mo,1.0.5.3,1660223756,2022-08-11T13:15:56.000Z,1,,,
Too many ads! Spent more time on ads than on the actual game. I uninstalled it after getting annoyed by all the ads,1,118320903978783105219,Francis Sabidong,https://play-lh.googleusercontent.com/a-/ACNPEu95uC6dJX8U3VZc2EgnAdfPNjO_ueFBhAkdkiUqLQ,1.0.5.6,1661147126,2022-08-22T05:45:26.000Z,4,,,
It have to much ads some how it's fun but timer is also to fast when I draw a line the timer stops and the beeʼs come fix this bug I hate it if not I will delete this game!,1,103427703563219283240,Devin Cabansay,https://play-lh.googleusercontent.com/a/ALm5wu04ofUXNLd5DuAAjp0PT4MEaU5PTq7fdkFVCU3-=mo,1.0.4.0,1659075282,2022-07-29T06:14:42.000Z,11,,,
It's a fun game. I just wish there wasn't an ad after every single level u complete. U have as much ad time as game time,3,108191531525968060071,Colby K,https://play-lh.googleusercontent.com/a-/ACNPEu9EiLXBjtMJ5hoUMa3OHJp0AyMMS-EhiKKFXsT1Pg,1.0.5.2,1660007574,2022-08-09T01:12:54.000Z,1,,,
"This would be a great game if they're weren't a 30 second ad between every single level. A couple of ads every few levels is more than enough thank you. For this reason I'm uninstalling. Man, I get you have to make a dollar but every level it's do you want to buy this? Or pay extra for that? Pay this and double your reward? And here, you're going to watch TV commercials regardless. Forget it. I've got way better games without the hassle and they're ""free"" as well.",2,104433264546876297123,Lana Lamb,https://play-lh.googleusercontent.com/a-/ACNPEu8WkJfKVgNqfC18MzkAy2O3Wc_dGQVSnr1mX8qjNA,0.138.1,1663645126,2022-09-20T03:38:46.000Z,28,,,
"These levels are so boring. I kept going, thinking they would get harder. I'm around twenty-five levels in, and the last one I played aa literally impossible to lose. Any order of pins would have been successful. When I finished, I saw an interesting looking level pop up,and I momentarily pleased - until i realized it was an ad. Speaking of which, the ad at the end of each level takes longer than the level did.",1,100838066014939914344,Jeffrey Kessler,https://play-lh.googleusercontent.com/a-/ACNPEu_dSlZuJeM_kNWqCfVb_PsYNVxV4GMWlnIg0S0_2Q,0.137.1,1662645716,2022-09-08T14:01:56.000Z,349,,,
"Got to level 1200. Not sure how I've put up with the game this long aside from challenging myself to do the levels while saving extra pins. I have over $5M coins, and nothing to spend them on. Game needs some tweaks to keep high level people interested. I have all puzzle pieces except for the museum pieces, which are excessively difficult to obtain. I have contacted support, and have gotten ZERO response. Sucks when you pay for ""ad-free"", and they just don't care about their customers. BOO!! :(",2,103622145927653127209,Ingenuitive Enterprises,https://play-lh.googleusercontent.com/a-/ACNPEu-aXxC4ng1bWURIY7BLVq49qeFG51pKF-NLN2kcSw,0.138.1,1663226371,2022-09-15T07:19:31.000Z,97,,,
"First, the game is way too easy. Second, there are WAY too many ads. Third, most of the ads are EXTREMELY long. Forth, most of the ads, when you click the X at the end, it's supposed to go back to the game (like most ads/games do), but most of these ads completely ignore that and just take you to whatever it's advertising. Uninstalled the game.",1,113379335095218516049,James P,https://play-lh.googleusercontent.com/a/ALm5wu3eQPJANQLaC_GlS9XLowMmfA8xr6T6IvWxalDe=mo,0.137.1,1662351470,2022-09-05T04:17:50.000Z,268,,,
"Don't bother paying to have ads removed, it's a scam! Very few ads get removed, so there is still a ton of waiting for the ads to play out. Overall, it's an OK game to play, very simple and easy for the most part. Some of the boss/challenges can be a little tricky, but still fairly easy overall. I just hate all the constant ads and then paying to remove them to still have 90%, WTH?",1,111619670093504335711,Michael Bickle,https://play-lh.googleusercontent.com/a-/ACNPEu-55s-3EqNvNnHUO21XkhaVvgy82v_E2w5_NHo2yA,0.137.1,1662834647,2022-09-10T18:30:47.000Z,314,,,
"It's overly easy and after about the 500th level it's boring. The challenge levels are far more intriguing but are EXTREMELY slow in getting to open. I'm sitting on over 2M ""coins"" with nothing to spend them on. Whatever the ""house"" section is, it's just as slow and I'm maxed on that waiting to level up on the extremely boring and repetitive easy levels. Plus the amount of ads they play with no way to turn them off, even for pay, is astronomical. I'd rather play the challenges with my coins.",1,107249545231744224266,Stephanie Johnston,https://play-lh.googleusercontent.com/a-/ACNPEu_wenq5D85CqndWIdL5DzxYZaO0CTyNxx0p82gu8w,0.137.1,1662436175,2022-09-06T03:49:35.000Z,92,,,
"I have 2 games from the same publisher and they are both a waste of time!! You can only get so far, build your skyscrapers and you get to a point to where you can go no further!! I have over $25 Mil in coins in one game and $15 Mil in the other but I cannot do anything but collect useless coins!! Unless you put out a complete game don't send out a partial game!! Would NOT RECOMMEND!!!!",1,115773999193045758187,The Medical Mystery,https://play-lh.googleusercontent.com/a-/ACNPEu8S6QqFvw_PIRkbD6g-7uVqth8OlGXgVIEISijmrA,0.137.1,1663525971,2022-09-18T18:32:51.000Z,15,,,
It was a fun game. Then as always death by a thousand ads. Ads after every level is excessive. Its understandable that money needs to be made but with the rounds lasting only a few seconds it seems that you spend longer waiting for the ad to allow you to skip than you do actually playing the game.,2,115441655500033809332,Malcolm B,https://play-lh.googleusercontent.com/a/ALm5wu2pb7xovoUVmMDzcF9Nf8xHa8HCTxex7RO3xu4H=mo,0.137.1,1663017131,2022-09-12T21:12:11.000Z,80,,,
"Could have been a good idea except the programmers chose to create an advertising nightmare where you get to play the occasional level between ridiculous amounts of ads. Even when you choose not to watch an ad for whatever bonus, you guessed it, you have to watch an ad. Get a clue guys, pull all the ads and you might have a decent game.",1,116217467260993442412,K McCanless,https://play-lh.googleusercontent.com/a-/ACNPEu-OX1MavWI8AanttVcfYdo44Sh0JtlXcb1C3J55Sg,0.138.1,1663560257,2022-09-19T04:04:17.000Z,4,,,
"Ads, ads, ads! I understand & appreciate that developers need to get paid; that's why there's ads on free apps. But, Dang! The puzzles started simply & progressed in difficulty slowly. The ads for other games locked you into watching (waiting) several minutes to resume the game. I was enjoying it but eventually just couldn't abide / endure the ads.",1,101783753492817017670,"Wayne Baumgartner, Jr.",https://play-lh.googleusercontent.com/a-/ACNPEu_sF68rSiPQnp-CFXz7LISCDXdN5vkwjbXdhDyk7aU,0.137.1,1662319014,2022-09-04T19:16:54.000Z,56,,,
A lot of the other reviews on here have mentioned the ads being too numerous and annoying and repetitive. To those complaints I would like to add that it seems like every four or five ads you get one that is deliberately put on a canvas that exceeds the edges of the screen and you can't close them! I don't even find the number of ads or the over abundance of them nearly as annoying as the fact that some of them will just stay on the screen and not let you close them without exiting the app.,2,100930866361713636011,Dave Urbik,https://play-lh.googleusercontent.com/a-/ACNPEu-yzXvOflBLr915pBqTOsEIWj8_tRymO_zgs-KtSA,0.135.1,1661458232,2022-08-25T20:10:32.000Z,59,,,
"While it is a simple puzzle game good for killing time, the challenge is lacking. At level 100+ I find no increase in difficulty, so I am already bored. Sorry. Update: I broke down and paid the $3.49 for an ads-free game and it still requires ads for the same things it required them for before purchase! WTH Then, after watching the ad, it doesn't return to the game! I have to reopen it! Why? Shouldn't require ads at all! I paid to be ad- free!",1,114940896717880024804,Rhonda McCreadie,https://play-lh.googleusercontent.com/a-/ACNPEu_T70KVgjlL4Gs98AfJ6WDenKpn4wbuV01xKsjvww,0.135.1,1661969420,2022-08-31T18:10:20.000Z,221,,,
"Too many ads. If you are into spending more time watching ads than playing a game this is for you. Basically after 2 fast levels you get an ad. And not the easy to skip ads either. You have to watch for a moment then press the arrows. Then it pops up an x after like 5 seconds... then after you press that one you get the imbecilic ""get"" option. On occasion it actually pops up again immediately after pressing the x yet again.",1,110792053610246552032,Lloyd Lineske,https://play-lh.googleusercontent.com/a/ALm5wu34Miug-DtBqnpTwM2d7HbdS6j1tfjaBS44O0xM=mo,0.135.1,1661327363,2022-08-24T07:49:23.000Z,200,,,
"It just keeps crashing. Mostly on the boss rounds, but it's really annoying to get halfway through a boss puzzle and it freezes up or just flat out closes. And there's no way to get back to the boss level when you restart the game. I even paid for it to get rid of the ads and I feel like I wasted my money. It's unfortunate because I was enjoying the puzzles.",1,111949738605987996579,DeAnna Van Dyk,https://play-lh.googleusercontent.com/a/ALm5wu0Rv4qA47U9Lddke5Y-_dnLHLpv-4h1Yf9-VkQ9=mo,0.135.1,1662101441,2022-09-02T06:50:41.000Z,70,,,
Boring! It doesn't get difficult until around level 200+. I'm at 308 and now its glitching. I've tried skipping puzzles but it always says 56% done with no pins left to pull. I've tried 6 different games all not able to finish even with no pins left to pull and all balls in the container. I didn't see any fall out which I don't know how to prevent anyway. It was ok for a while but I'm done.,1,106588902989727808188,Kelley Currier,https://play-lh.googleusercontent.com/a-/ACNPEu-jy3zMbl3smta_EyDaI8sl-oqPRql44upyDGnZ4g,0.138.1,1663175272,2022-09-14T17:07:52.000Z,6,,,
"This is a puzzle game. The rise in difficulty plateaus really quickly. Also, the game seems to be an excuse for ads for additional games. Frustrating, but the game is useful when other entertainment isn't quite stimulating enough. However there are some bugs. Most notably, puzzle 813 has a glitch that fails the player automatically and I can't get around it. I can't resume additional puzzles or challenges at all. I'm stuck. PLEASE HELP! I'm on a Samsung S22 Ultra.",2,117072641412970192589,Angela DSG,https://play-lh.googleusercontent.com/a/ALm5wu3JEASEUzR9wIOqZETCJedz5f3x-i9MgqkMD_nC=mo,0.129.1,1657090245,2022-07-06T06:50:45.000Z,432,"Please make sure to check the Play Store for the update version 1.30. This latest update should solve the issue of the failing levels.
We are sorry for the inconvenience.",1657703162.0,2022-07-13T09:06:02.000Z
"Two things: First, I'm on level 51 and it is still way to easy. I keep thinking it will get harder, but it doesn't. Second, there is way more ad time than game time. This game may have the most ads I've ever experienced with a game. Most of them have 3 clicks required with wait times between each one and most of them are games I already have. How many times to I have to sit thru a Wordle ad (which I have been playing for a year) on one level of the game? I can't take it. Uninstalling.",2,106055669666917146627,Char Besedick,https://play-lh.googleusercontent.com/a/ALm5wu0dlh6_etBy-Smw175T6OaVqSsO0bHt0QBPKwxY=mo,0.133.1,1659805075,2022-08-06T16:57:55.000Z,389,,,
"I love this game - and the reason it got only 4 stars is because while the main levels are super fun and addictive, they are rather simplistic - but the boss levels in comparison are really difficult and the number of moves is limited also. With some effort and practice you can beat them though! Also, I strongly object to being offered a 'gift' - but I have to watch an ad first!! Having to watch an ad is NOT a gift!! ;-) Some gifts are given freely, but I will not watch an ad for a 'gift'!!",4,101857180106187481233,Shirley Marshall,https://play-lh.googleusercontent.com/a/ALm5wu1zE1ZnM44iQJhqfMR3zjwhiMbgi5jNWdt2VinU=mo,0.133.1,1659781067,2022-08-06T10:17:47.000Z,59,,,
"Fun game, but too many ads which make it insufferable. Also, the ads don't have a close button and just hang on the screen for about a minute. Furthermore, one of the stages I could not figure out. I finally asked for a ""hint"" which played an ad. Afterwards the hint showed me exactly what I was doing the entire time, which wouldn't you guess, actually worked this time. So essentially they intentionally make you fail the level until you watch an ad. All in all, this is an ad, not a game.",2,103523165906615697609,Ryan Cartwright,https://play-lh.googleusercontent.com/a-/ACNPEu8NZEh35rskgN_W2ewIgejd53lsA_63-7EbhcOn,0.129.1,1657494295,2022-07-10T23:04:55.000Z,827,"Hello Ryan,

Can you please write to support@popcore.con and explain what happened with the hint? I'm sure the team would like to know more and investigate this behaviour. Thanks for your collaboration!",1657703119.0,2022-07-13T09:05:19.000Z
"Edit* Fortunately, the issue was fixed. I really enjoy this game, but there's a really bad bug that prevents the player from being able to preceed. It gives and automatic fail and has been ongoing for about 2 or 3 day. There's no option go report an issue and the auto fail bug appears on every screen, be it a new level, switching the balls, dailies, and other options. An update on a fix would be greatly appreciated.",4,114592709877731068502,Galactic Indulgence,https://play-lh.googleusercontent.com/a-/ACNPEu8QLDLkmuccy_6fMXLbWMqhKK6_p-3REJWfurjzN90,0.130.1,1657574141,2022-07-11T21:15:41.000Z,275,,,
"This could be an enjoyable little game to play for a bit to pass the time, but it is overrun with ads. You can get through most lvls in ten seconds or less, and there is an ad between every lvl. I have absolutely no problems with ads in a free game, but it's just too much. Edited to one star. I paid to remove the ads and there are still ads everywhere! Need to replay a level? Watch this ad! Spin the wheel for a ""free"" prize? Yep, watch this ad! Never seen such a blatant lie about removing ads.",1,112822216316825150254,Jennifer Javins,https://play-lh.googleusercontent.com/a/ALm5wu3yqfxkf1uS62i9UNxIe3sCEF2PFmo3uMKqSNPO=mo,0.133.1,1660269956,2022-08-12T02:05:56.000Z,898,,,
"2 star because the game is entertaining, but only while you actually get to play it. The number of ads is just unreasonable. You spend 3x as much time watching ads as you do playing. And it's no ads to gain rewards or bonuses, either, these are just between levels ads, and only sometimes skippable. If you make a mistake on the challenge levels you can wind up watching literally minutes worth of ads just to restart. It's just not worth it.",2,103017880998813529982,Jennifer Marie,https://play-lh.googleusercontent.com/a-/ACNPEu-QB11FpAcuckknwu6K0BzZftfTjUrmJCfvJW3vVw,0.133.1,1660027060,2022-08-09T06:37:40.000Z,786,,,
"Terrible developer. All of their games have the same problem. They all have a ridiculous amount of ads. You play a 5 to 10 second round, then it gives you the option to watch an ad for a bonus. If you click to skip the ad for the bonus, you get rewarded with a 1 or 2 minute ad and don't get any bonus. Most of the ads are extremely spamming, and force you to ""exit"" them multiple times. Don't waste your time with this game.",1,112551478539174344390,Jeffery Leja,https://play-lh.googleusercontent.com/a/ALm5wu0wN5kf3CoDXW3eSbGQZy2HXAUPw38Dd4NN_NXL=mo,0.134.1,1660509904,2022-08-14T20:45:04.000Z,504,,,
"Have had this game for two days, and many levels later all I can say is ADS. The only things remotely challenging or interesting about the game are the boss levels and getting coins to build houses, that then just get you more coins without any other purpose. Every transaction or ""win"" has an ad attached to it that you have to click through. Thoroughly disappointing and am uninstalling.",1,106405409401261772716,Eric Wilber,https://play-lh.googleusercontent.com/a-/ACNPEu8c9DuZIVNqt9cbY1EuA3uSqLSGZzWLRLX7GJR0x3w,0.134.1,1660597557,2022-08-15T21:05:57.000Z,55,,,
"Fun, mindless game, including most challenge levels. For some reason I don't get puzzle pieces anymore. Can't complete Museum Weekend. No real reward for doing that, but I like to obtain all the stuff. Also, I don't get the point of buying property to upgrade. Idle coins? I have over 6M coins! Boring. I liked winning puzzle pieces and new skins. Give me extra stuff for completion of levels with moves remaining. On Boss levels pull pins at the bottom before it scrolls up. Often helps!",4,101820281708886552262,Ladiebug Chikon,https://play-lh.googleusercontent.com/a-/ACNPEu8XFktICzg5dFNML9DNARb2vCYCfJmgqsv4P0pd2QE,0.133.1,1660047463,2022-08-09T12:17:43.000Z,27,,,
"Aside from being just plain out boring, after every 2 rounds you get ads that cover the screen so much they're out of format with your screen as well. You'll find more than half of these popups either making you close out the app and restarting it to continue, or installing whatever garbage it forces you to wait up to 1 minute in some cases to continue. It's really just not worth it for a game that is just so plain. After all though, it is a free mobile game. Fits the brand really well.",2,117583349417833861522,Andrew Sherman,https://play-lh.googleusercontent.com/a-/ACNPEu9I_fPN-N16NnJ_SzXWKadCe0ePphVMq5DfEnKK,0.135.1,1661898111,2022-08-30T22:21:51.000Z,178,,,
"Fun game to play and it definitely occupies your time but the levels are very repeatative. Also the Biggest Problem of all is the non stop Ads. I even wasted the $4 to go Ad Free but all that did was stop the ads from popping up in the middle of a level, that's it!!! That's a bunch of horse 💩. There are still ads every time you blink your eyes. Need an upgrade, watch an ad. Wanna open your prize box, gotta watch an ad. It just Ruins the game and the work that was put into creating it. 👎👎",2,108926362355694213970,Daniel McIntosh,https://play-lh.googleusercontent.com/a/ALm5wu06RKGfTkib7_ijmsTz72mzwIiw50KkdkdbP5M1=mo,0.135.1,1660811743,2022-08-18T08:35:43.000Z,123,,,
"Does anyone else have a problem with ""not responding""? Seems like every 2-3 minutes it's not responding. Not to mention an ad after every single game. I'm starting to believe it's intentional on the developer for the not responding, because all your progress is lost and once you restart it, that's exactly what you're doing. It has potential but with the intentional sabotage from the developer it's more irritating than fun. Greed can destroy a good company with potential of progressing.",1,112871940827059249056,Kenneth Hunt,https://play-lh.googleusercontent.com/a-/ACNPEu_4H6S6n-DA5BM9pjIr0YZ1HZSj8HaWz_56gDbRPw,0.133.1,1659866002,2022-08-07T09:53:22.000Z,32,,,
"Time Waster Scam. Ads!!! So many ads that pop up every 4-5 turns. Each ad last 30 seconds or longer when 2 ads would play in a row. It became so annoying that I paid the $4 to remove them & why I call it a Scam. Paying Did Not Remove the ads at all! Made it to level 101 because that's the longest I could stand the ads. Levels were super easy, took 5-10 secs to solve then became repetitive & boring quickly. The ""Boss Levels"" that popped up every 6-8 turns were the only ""challenging"" levels.",1,103657436171200878103,Danielle Bertram,https://play-lh.googleusercontent.com/a-/ACNPEu_RPvojdWLU-dTR4K4y9lofLwNIoY4AXBHJVtYCRQ,0.132.1,1658466795,2022-07-22T05:13:15.000Z,102,,,
"So I actually like the easiness of this game it makes it more relaxing But... it all comes down to the ads. Its not the ads themselves, its the fact that when I try to get a reward with the ads half of the time I loose the reward because the ad ends before I can claim also its extremely annoying when the game just decides that I can't watch a ad to claim a prize then the whole game itself shuts down. Very Disappointing.",2,102201226577054400440,Tina Stracke,https://play-lh.googleusercontent.com/a-/ACNPEu8_LA85WNEHA3lE7oNr0vIYFEq-Fs9Rg9vxB9H0ug,0.137.1,1662725022,2022-09-09T12:03:42.000Z,15,,,
